access_id,is_anomaly,anomaly_type,severity,explanation
ACC-000866,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Customer_Vault at 02:42 (outside 8-20 hours).
ACC-000867,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000868,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000869,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000870,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000871,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed Board_Materials (restricted sensitivity) — not in approved assets.
ACC-000872,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000873,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000874,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000875,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Backup_System at 22:16 (outside 8-18 hours).
ACC-000876,True,BULK_EXPORT,HIGH,Exported 40048 records from Employee_Records (avg is 1099). Volume is 36x normal.
ACC-000877,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Infrastructure_DB at 23:33 (outside 8-18 hours).
ACC-000878,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 38687 records from PROD_DB to external_email. Tenure: 54mo, notice_period=True."
ACC-000879,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 178.190.101.44) using curl. Not matching registered equipment.
ACC-000880,True,BULK_EXPORT,HIGH,Exported 92696 records from Executive_Dashboard (avg is 2401). Volume is 39x normal.
ACC-000881,True,EXFILTRATION_RISK,CRITICAL,Exported 3030 records from Payroll_System to cloud_storage. High exfiltration risk.
ACC-000882,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000883,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Mumbai (IP: 10.34.134.78). Part of burst pattern.
ACC-000884,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000885,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000886,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000887,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000888,True,CROSS_DEPT_ACCESS,MEDIUM,Support employee accessed Benefits_DB (high sensitivity) — not in approved assets.
ACC-000889,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000890,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to GL_Ledger after extended dormancy.
ACC-000891,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000892,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity AP_System. Equipment policy violation.
ACC-000893,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to Strategic_Plans after extended dormancy.
ACC-000894,True,EXFILTRATION_RISK,CRITICAL,Exported 13430 records from Backup_System to external_email. High exfiltration risk.
ACC-000895,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 143251 records bulk exported from AR_System at 02:05 to usb_drive. Weak auth (API_Key), geo: Caracas."
ACC-000896,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed AR_System (high sensitivity) — not in approved assets.
ACC-000897,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000898,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed Infrastructure_DB (high sensitivity) — not in approved assets.
ACC-000899,True,BULK_EXPORT,HIGH,Exported 25540 records from Infrastructure_DB (avg is 378). Volume is 68x normal.
ACC-000900,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000901,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000902,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Litigation_DB at 22:54 (outside 9-18 hours).
ACC-000903,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed SIEM_Dashboard (medium). Exceeds privilege level.
ACC-000904,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to CRM_Database after extended dormancy.
ACC-000905,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-11; sudden access to Sales_Pipeline after extended dormancy.
ACC-000906,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000907,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Pyongyang (IP: 185.72.253.156). Part of burst pattern.
ACC-000908,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000909,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000910,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000911,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000912,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000913,True,BULK_EXPORT,HIGH,Exported 16229 records from Employee_Records (avg is 500). Volume is 32x normal.
ACC-000914,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 1602 records bulk exported from Benefits_DB at 04:13 to external_email. Weak auth (API_Key), geo: Lagos."
ACC-000915,True,EXFILTRATION_RISK,CRITICAL,Exported 11798 records from Payroll_System to external_email. High exfiltration risk.
ACC-000916,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000917,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000918,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Backup_System (high). Exceeds privilege level.
ACC-000919,True,BULK_EXPORT,HIGH,Exported 35001 records from Compliance_DB (avg is 2460). Volume is 14x normal.
ACC-000920,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000921,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000922,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000923,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 43745 records from All_Financial to usb_drive. Tenure: 61mo, notice_period=True."
ACC-000924,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000925,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000926,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000927,True,CROSS_DEPT_ACCESS,MEDIUM,Sales employee accessed Benefits_DB (high sensitivity) — not in approved assets.
ACC-000928,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000929,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000930,True,BULK_EXPORT,HIGH,Exported 24368 records from HR_Database (avg is 329). Volume is 74x normal.
ACC-000931,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 37229 records from PROD_DB to external_email. Tenure: 54mo, notice_period=True."
ACC-000932,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000933,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000934,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000935,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Employee_Records after extended dormancy.
ACC-000936,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000937,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Executive_Dashboard at 23:45 (outside 8-20 hours).
ACC-000938,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Employee_Records (restricted sensitivity) — not in approved assets.
ACC-000939,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed All_Financial (restricted sensitivity) — not in approved assets.
ACC-000940,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Strategic_Plans after extended dormancy.
ACC-000941,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Infrastructure_DB (high sensitivity) — not in approved assets.
ACC-000942,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity HR_Database at 01:44 (outside 8-20 hours).
ACC-000943,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 104253 records from PROD_DB to usb_drive. Tenure: 64mo, notice_period=True."
ACC-000944,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000945,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000946,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000947,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Board_Materials at 22:47 (outside 7-22 hours).
ACC-000948,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity AR_System at 23:47 (outside 9-18 hours).
ACC-000949,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Payroll_System at 02:36 (outside 8-20 hours).
ACC-000950,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000951,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000952,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed CRM_Database (high sensitivity) — not in approved assets.
ACC-000953,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000954,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000955,True,BULK_EXPORT,HIGH,Exported 19244 records from PROD_DB (avg is 786). Volume is 24x normal.
ACC-000956,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000957,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000958,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000959,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000960,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000961,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000962,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000963,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000964,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000965,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000966,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Infrastructure_DB at 03:41 (outside 6-22 hours).
ACC-000967,True,BULK_EXPORT,HIGH,Exported 221729 records from GL_Ledger (avg is 2456). Volume is 90x normal.
ACC-000968,True,EXFILTRATION_RISK,CRITICAL,Exported 10552 records from Board_Materials to print. High exfiltration risk.
ACC-000969,True,BULK_EXPORT,HIGH,Exported 78361 records from Financial_Reports (avg is 786). Volume is 100x normal.
ACC-000970,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-000971,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity AR_System at 00:49 (outside 9-17 hours).
ACC-000972,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000973,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000974,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity PROD_DB at 04:51 (outside 7-22 hours).
ACC-000975,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000976,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000977,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Payroll_System at 23:49 (outside 8-18 hours).
ACC-000978,True,BULK_EXPORT,HIGH,Exported 138497 records from Litigation_DB (avg is 2401). Volume is 58x normal.
ACC-000979,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000980,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000981,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000982,True,BULK_EXPORT,HIGH,Exported 2045 records from Legal_Documents (avg is 55). Volume is 37x normal.
ACC-000983,True,BULK_EXPORT,HIGH,Exported 128688 records from Executive_Dashboard (avg is 1331). Volume is 97x normal.
ACC-000984,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 60312 records from GL_Ledger to personal_device. Tenure: 24mo, notice_period=True."
ACC-000985,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Executive_Dashboard at 23:13 (outside 7-21 hours).
ACC-000986,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed Merger_Documents (restricted sensitivity) — not in approved assets.
ACC-000987,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 206668 records bulk exported from Benefits_DB at 04:47 to external_email. Weak auth (API_Key), geo: Mumbai."
ACC-000988,True,BULK_EXPORT,HIGH,Exported 202849 records from Board_Materials (avg is 4797). Volume is 42x normal.
ACC-000989,True,BULK_EXPORT,HIGH,Exported 6773 records from Executive_Dashboard (avg is 396). Volume is 17x normal.
ACC-000990,True,BULK_EXPORT,HIGH,Exported 7900 records from Litigation_DB (avg is 126). Volume is 63x normal.
ACC-000991,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Frankfurt (IP: 10.32.27.38). Part of burst pattern.
ACC-000992,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000993,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000994,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000995,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000996,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000997,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000998,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000999,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Board_Materials (restricted sensitivity) — not in approved assets.
ACC-001000,True,EXFILTRATION_RISK,CRITICAL,Exported 834 records from Infrastructure_DB to external_email. High exfiltration risk.
ACC-001001,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001002,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Executive_Dashboard (high sensitivity) — not in approved assets.
ACC-001003,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Board_Materials (restricted sensitivity) — not in approved assets.
ACC-001004,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001005,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001006,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity GL_Ledger at 02:38 (outside 8-20 hours).
ACC-001007,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Toronto (IP: 10.114.39.119). Part of burst pattern.
ACC-001008,True,EXFILTRATION_RISK,CRITICAL,Exported 31129 records from AP_System to usb_drive. High exfiltration risk.
ACC-001009,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity CRM_Database at 04:22 (outside 8-18 hours).
ACC-001010,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001011,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001012,True,BULK_EXPORT,HIGH,Exported 5017 records from AP_System (avg is 55). Volume is 91x normal.
ACC-001013,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001014,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001015,True,EXFILTRATION_RISK,CRITICAL,Exported 29582 records from Compliance_DB to external_email. High exfiltration risk.
ACC-001016,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001017,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Board_Materials (restricted). Exceeds privilege level.
ACC-001018,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001019,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 17887 records from PROD_DB to personal_device. Tenure: 54mo, notice_period=True."
ACC-001020,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001021,True,CROSS_DEPT_ACCESS,MEDIUM,Marketing employee accessed Employee_Records (restricted sensitivity) — not in approved assets.
ACC-001022,True,BULK_EXPORT,HIGH,Exported 14501 records from Board_Materials (avg is 874). Volume is 17x normal.
ACC-001023,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001024,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001025,True,EXFILTRATION_RISK,CRITICAL,Exported 12326 records from Customer_Vault to personal_device. High exfiltration risk.
ACC-001026,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Employee_Records after extended dormancy.
ACC-001027,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Toronto (IP: 10.111.210.71). Part of burst pattern.
ACC-001028,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001029,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity All_Financial. Equipment policy violation.
ACC-001030,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001031,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001032,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001033,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-001034,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001035,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001036,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-06; sudden access to Logistics_System after extended dormancy.
ACC-001037,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001038,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001039,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001040,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001041,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-11; sudden access to CRM_Database after extended dormancy.
ACC-001042,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Compliance_DB at 03:01 (outside 8-20 hours).
ACC-001043,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed Contract_Repository (high sensitivity) — not in approved assets.
ACC-001044,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001045,True,BULK_EXPORT,HIGH,Exported 61645 records from Litigation_DB (avg is 1239). Volume is 50x normal.
ACC-001046,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001047,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001048,True,BULK_EXPORT,HIGH,Exported 22762 records from Infrastructure_DB (avg is 1610). Volume is 14x normal.
ACC-001049,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 91.198.234.193) using Python_Script. Not matching registered equipment.
ACC-001050,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity GL_Ledger at 05:35 (outside 8-20 hours).
ACC-001051,True,EXFILTRATION_RISK,CRITICAL,Exported 706 records from HR_Database to external_email. High exfiltration risk.
ACC-001052,True,BULK_EXPORT,HIGH,Exported 245110 records from Board_Materials (avg is 2456). Volume is 100x normal.
ACC-001053,True,BULK_EXPORT,HIGH,Exported 18203 records from Compliance_DB (avg is 814). Volume is 22x normal.
ACC-001054,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001055,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001056,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001057,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001058,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001059,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Contract_Repository at 23:28 (outside 7-22 hours).
ACC-001060,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 959 records bulk exported from Financial_Reports at 00:38 to external_email. Weak auth (Password_Only), geo: Caracas."
ACC-001061,True,BULK_EXPORT,HIGH,Exported 18656 records from AR_System (avg is 798). Volume is 23x normal.
ACC-001062,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001063,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 4405 records from Backup_System to personal_device. Tenure: 18mo, notice_period=True."
ACC-001064,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001065,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001066,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001067,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Payroll_System at 02:30 (outside 7-21 hours).
ACC-001068,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 4370 records from Backup_System to usb_drive. Tenure: 18mo, notice_period=True."
ACC-001069,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001070,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed Benefits_DB (high sensitivity) — not in approved assets.
ACC-001071,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Backup_System at 02:29 (outside 6-22 hours).
ACC-001072,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001073,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001074,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity PROD_DB. Equipment policy violation.
ACC-001075,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity All_Financial. Equipment policy violation.
ACC-001076,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed HR_Database (high sensitivity) — not in approved assets.
ACC-001077,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed Strategic_Plans (restricted sensitivity) — not in approved assets.
ACC-001078,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Merger_Documents at 04:48 (outside 9-18 hours).
ACC-001079,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-001080,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001081,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001082,True,BULK_EXPORT,HIGH,Exported 11371 records from Litigation_DB (avg is 786). Volume is 14x normal.
ACC-001083,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Benefits_DB at 00:27 (outside 7-22 hours).
ACC-001084,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001085,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001086,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001087,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001088,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001089,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Board_Materials after extended dormancy.
ACC-001090,True,BULK_EXPORT,HIGH,Exported 57074 records from Backup_System (avg is 727). Volume is 79x normal.
ACC-001091,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001092,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001093,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001094,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001095,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Infrastructure_DB (high). Exceeds privilege level.
ACC-001096,True,BULK_EXPORT,HIGH,Exported 18741 records from HR_Database (avg is 1099). Volume is 17x normal.
ACC-001097,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Tokyo (IP: 10.163.82.129). Part of burst pattern.
ACC-001098,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Strategic_Plans (restricted sensitivity) — not in approved assets.
ACC-001099,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity All_Financial. Equipment policy violation.
ACC-001100,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Customer_Reports after extended dormancy.
ACC-001101,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Executive_Dashboard at 05:32 (outside 7-22 hours).
ACC-001102,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001103,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001104,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity GL_Ledger. Equipment policy violation.
ACC-001105,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001106,True,EXFILTRATION_RISK,CRITICAL,Exported 4015 records from Merger_Documents to external_email. High exfiltration risk.
ACC-001107,True,EXFILTRATION_RISK,CRITICAL,Exported 13011 records from Strategic_Plans to external_email. High exfiltration risk.
ACC-001108,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001109,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001110,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001111,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001112,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001113,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed SIEM_Dashboard (medium). Exceeds privilege level.
ACC-001114,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Backup_System (high). Exceeds privilege level.
ACC-001115,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-001116,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Compliance_DB at 00:14 (outside 7-22 hours).
ACC-001117,True,EXFILTRATION_RISK,CRITICAL,Exported 2368 records from Merger_Documents to usb_drive. High exfiltration risk.
ACC-001118,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-001119,True,BULK_EXPORT,HIGH,Exported 11414 records from Backup_System (avg is 200). Volume is 57x normal.
ACC-001120,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001121,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Executive_Dashboard (high sensitivity) — not in approved assets.
ACC-001122,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed All_Financial (restricted sensitivity) — not in approved assets.
ACC-001123,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001124,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001125,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001126,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001127,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 8221 records bulk exported from Strategic_Plans at 02:27 to external_email. Weak auth (Password_Only), geo: Unknown_VPN."
ACC-001128,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001129,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001130,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001131,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001132,True,BULK_EXPORT,HIGH,Exported 138792 records from AP_System (avg is 2460). Volume is 56x normal.
ACC-001133,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001134,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001135,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001136,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001137,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001138,True,BULK_EXPORT,HIGH,Exported 45071 records from All_Financial (avg is 814). Volume is 55x normal.
ACC-001139,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001140,True,CROSS_DEPT_ACCESS,MEDIUM,HR employee accessed Litigation_DB (restricted sensitivity) — not in approved assets.
ACC-001141,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Strategic_Plans (restricted). Exceeds privilege level.
ACC-001142,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 24668 records bulk exported from Contract_Repository at 03:56 to external_email. Weak auth (API_Key), geo: Tor_Exit_Node."
ACC-001143,True,EXFILTRATION_RISK,CRITICAL,Exported 78156 records from Merger_Documents to external_email. High exfiltration risk.
ACC-001144,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity PROD_DB. Equipment policy violation.
ACC-001145,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001146,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001147,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001148,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001149,False,NORMAL,NONE,Access within normal behavioral parameters.
